Num_equipement,Systeme,Description,Date de détéction de l'anomalie,Description de l'équipement,Section propriétaire,Fiabilité Intégrité
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,prévoir contrôler pompe fuel 20 U3 (faible pression),2019-03-05 12:02:00,POMPE FUEL  PRINCIPALE  N°2,34MC,1
9748c07d-bbe1-4efb-8bc1-08821689d3c7,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite de vapeur par tresse ramoneur IK15,2019-03-05 12:03:00,RAMONEUR LONG RETRACTABLE  IK15,34MC,1
d94ba3c0-0146-4644-a636-a2d0b1eb5920,bc1c1c6b-3be2-4fe5-8dcd-728da638e33f,LA POMPE FUEL N*20 NE REFOULE PAS.,2019-03-05 12:06:00,TRANSMETTEUR DE PRESSION,34MC,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite au niveau de la conduite générale en provenance des vannes conditionnement ramonage vers bâche intermittente ( coude a coté du broyeur A ),2019-03-05 12:09:00,Systeme ramonage U3,34MD,1
b5a0817c-9caf-40ec-872c-f15236d57f1f,e1768504-8b0f-4753-b9d8-35888de02a4b,prévoir soufflage tube de Pitot soufflage A,2019-03-05 12:25:00,"Transmetteur de débit air de soufflage ventilateur A"" N°1.""",34CT,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,manque d'éclairage au niveau 1 du decrasseur .,2019-03-05 14:08:00,DECRASSEUR,34EL,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Découpage et soudage des boulons et coquille des raclettes décrasseur,2019-03-06 15:06:00,DECRASSEUR,34MD,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Prière de remettre en conformité l’éclairage de la chaudière 3.,2019-03-07 09:19:00,unité 03,34EL,1
0a65f186-3a6d-4dfe-aceb-711cb8ae1f75,c02e2a84-07c0-4d8b-9fc4-857d25702120,présence d'alarme de température au centrifugeuse (a éliminer),2019-03-07 09:20:00,Système huile turbine,34EL,3
9b6a4a1b-7f78-41d5-9fe9-b5992bfef11f,5d34ddc7-cd24-4926-ad7d-99b73e817c51,Remise en état d'un garde corp,2019-03-07 12:07:00,FOYER DE LA CHADIERE.,34MD,1
f0161414-56eb-4910-b07c-b90fc0e4fcd5,c111ab6f-a961-43ce-b8fe-54b2abf73628,prévoir nettoyage filtres moteur broyeur B.,2019-03-11 08:19:00,MOTEUR BROYEUR B,34EL,1
78802bf8-6fdc-49a4-9036-b1600973a720,37494786-8eeb-404e-bedf-f532bab67dea,Entretien du filtre de la pompe d'extraction,2019-03-11 14:55:00,POMPE D'EXTRACTION  N°2,34MM,1
b2099c28-40d3-467d-aa05-6c9b733c1e50,37494786-8eeb-404e-bedf-f532bab67dea,debranchement et branchement instrumentation de la pompe,2019-03-11 15:33:35,POMPE D'EXTRACTION  N°1,34CT,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,rechargement des clapets des vannes entre sas,2019-03-12 08:48:00,SYSTEM ETG,34MD,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,déblocage des guides des tiges des soupapes des ramoneurs IR,2019-03-12 15:46:00,Systeme ramonage U3,34MD,1
d3920bcc-7919-4ce5-90a7-451415d1a83d,f7edce60-d1a5-401a-b673-f1193930615c,deux percement au niveau de la conduite de transport des cendres volant champ 1A.,2019-03-13 08:35:00,SAS  SOUS CHAMP 1 ELECTROFILTRE A,34MD,2
d19974a9-afd4-4b26-918c-3c53a470ffd4,ee3abc7a-0120-4715-bc5b-62a05a6d6c99,VANNE AIR ÉTANCHÉITÉ BROYEUR D NE S'OUVRE PAS,2019-03-13 15:19:00,REGISTRE VENTILATEUR AIR D'ETANCHEITE  BROYEUR D,34MC,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,encrassement filtre pompe fuel numéro 10.,2019-03-13 15:30:00,POMPE FUEL  PRINCIPALE  N°1,34MC,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,encrassement filtre pompe 20 U3.,2019-03-13 15:31:00,POMPE FUEL  PRINCIPALE  N°2,34MC,1
2d3079c1-7c4a-429a-88ea-9225fd9553e4,6128d6a0-682e-4321-a1d7-9a57a6cd2af3,fuite de vapeur vanne d'isolement purgeur auto de vapeur Inertage(niveau 0 près de broyeur B).,2019-03-13 15:34:00,STEAM INERTING HEADER DRAIN LINE ISOLATION,34MC,1
b16f90d0-7119-42fe-bea3-0b30e2a3b0a8,52b20517-a1ba-4b78-8711-adebd336a6c2,fuite d'huile d'étanchéité au niveau du palier arrière alternateur tr3,2019-03-13 15:38:00,ALTERNATEUR,34EL,2
a342ce77-64b3-4a63-a994-8aee6d111595,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,réglage détecteur de proximité  nivaux haut du dégrilleur.,2019-03-13 15:40:00,Dégrilleur,34EL,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,soudage d'une bride de tarage de la soupape du circuit de ramonage,2019-03-14 08:00:00,Systeme ramonage U3,34MD,1
dbbb2d89-c7a1-4d71-9557-cae2cd6f1a55,c5799184-0dba-4180-a805-1028a4215ab8,La remise en état système réseau de terre sur les transformateurs redresseurs 30 HQA,2019-03-14 08:43:00,ELECTROFILTRE A,34EL,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,peinture de la passerelle vanne ramonage réchauffeur d'air,2019-03-14 13:33:00,Systeme ramonage U3,34MD,1
2d3079c1-7c4a-429a-88ea-9225fd9553e4,6128d6a0-682e-4321-a1d7-9a57a6cd2af3,Elimination de fuite de la vanne de conditionnement du circuit de vapeur d'inertage,2019-03-14 15:26:00,STEAM INERTING HEADER DRAIN LINE ISOLATION,34MC,1
7c399210-ce4b-4cfd-a8aa-5fe293d510e8,e1768504-8b0f-4753-b9d8-35888de02a4b,prévoir soufflage tube de Pitot soufflage A,2019-03-14 15:54:00,FD FAN A AIR FLOW,34CT,1
acb56796-3aea-4522-8e3d-d509efd32900,b7dd37f4-8f86-4391-955e-c0db891bec12,alarme répétitif (arret d'urgence) du etp 10.,2019-03-15 08:58:00,COMPRESSEUR D'AIR A TYPE GA90W,34EL,1
65193ddf-9215-4cef-b31f-14ebbff9a11c,f7edce60-d1a5-401a-b673-f1193930615c,débouchage de la conduite de transport et inspection des sas.,2019-03-15 08:59:00,SAS A SOUS CHAMP 1 ELECTROFILTRE A,34MC,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Manque d'éclairage au électrofiltre TR3.,2019-03-15 10:07:00,SYSTEM ETG,34EL,1
a73cc8ac-0979-4402-85b3-4cce76c1efad,bdc3f038-04d2-461d-9f77-c0f5c77b453c,prévoir contrôle positionneur registre air froid broyeur B   (pompage),2019-03-15 15:01:00,REGISTRE AIR FROID BROYEUR B.,34CT,1
3280c1d8-d848-4e29-ab1b-fc4277c339f5,e1768504-8b0f-4753-b9d8-35888de02a4b,prévoir soufflage tube pitaux ventilateur soufflage A,2019-03-15 15:04:00,"Tube de pitaux N°1 aspiration ventillateur A"".""",34CT,1
a73cc8ac-0979-4402-85b3-4cce76c1efad,bdc3f038-04d2-461d-9f77-c0f5c77b453c,Apparition alarme erreur de position registre air froid broyeur B fréquemment.,2019-03-15 15:06:00,REGISTRE AIR FROID BROYEUR B.,34CT,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Remise en état des vis de fixation des servomoteurs des vannes de convoyage,2019-03-15 15:45:00,SYSTEM ETG,34MC,1
cdb3a3bc-8b32-4489-a100-2737c411d7a5,150ef315-4a3d-4550-8485-b2cc156c929f,Remplacement de la pompe de graissage du réducteur du broyeur D,2019-03-15 15:46:00,PULV  D LUBE OIL HEATER,34MC,1
1fd46303-cff2-4e4e-b0cd-c79ccb10c4cd,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,Nettoyage des stations et contrôle du niveau d'huile,2019-03-15 15:47:00,Air heating system (flue-gas-heated),34MC,1
876b208c-a21b-49d8-9a44-9fbe67dbfd5c,7fde15d9-3de7-4c34-8a41-78a4b00d81f8,prévoir contrôler pression pompe station by pass HP  (pression anormal et augmentation T° d'huile) ,2019-03-18 10:19:00,MOTEUR POMPE HYDRAULIQUE BY-PASS HP  2,34MM,2
0ae04da5-1518-43de-a53c-6308607fef7a,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,fuite d'huile au refoulement pompe 20 by pass BP (conduite fissurée). ,2019-03-18 10:21:00,POMPE HYDROLIQUE BY-PASS LP  2,34MM,2
491f14c1-833a-4b32-9f82-f20eff65ef00,7fde15d9-3de7-4c34-8a41-78a4b00d81f8,prévoir contrôle soupape décharge pompe N°2 station de commande by pass HP,2019-03-18 10:34:00,POMPE2 HYDRAULIQUE,34MM,2
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,fuite d'eau au niveau du conduite (prise de pression) ligne d'aspiration.,2019-03-18 10:36:00,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34EXP,1
7198a2a8-678e-4ae3-b99b-f04fa4be23c8,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,réapparition de la fuite d'huile au niveau du conduite de refoulement de la pompe station huile de commande by passe BP n°20 ( conduite fissurée ),2019-03-18 14:28:00,STATION HYDRAULIQUE BP,34CT,2
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Mise en place d'une ouverture sur le bardage pour l'aération des moteurs,2019-03-18 15:09:11,SYSTEM ETG,34MD,1
bc9ea51f-ee46-45dd-9105-7884bd6ea71c,f7edce60-d1a5-401a-b673-f1193930615c,élimination de deux fuite circuit de transport des cendres coté ventilateur et silo,2019-03-19 08:57:00,VANNE DE REMPLISSAGE SAS B SOUS CHAMP 1 ELECTROFIL,34MD,1
9baad4bd-9ba9-48ec-b08f-cf21e11f0d7b,ea20dd26-5178-4fab-ac36-5855da36d870,Prévoir le soufflage du moteur,2019-03-19 10:18:00,Moteur pompe eau de mer 10,34EL,2
04bad401-a70f-4743-a55a-8c8b4db65de5,ea20dd26-5178-4fab-ac36-5855da36d870,prévoir le soufflage du moteur,2019-03-19 10:19:00,Moteur pompe eau de mer 20,34EL,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,prévoir la remise en état du ramoneur ik18,2019-03-19 10:19:00,unité 03,34EL,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,fixation d'un calléboutie coté armoire poste d'eau niveau 7m,2019-03-19 11:13:00,unité 03,34MD,1
e8fbd179-8f31-411a-9fbe-a4cb550f4ad6,f7edce60-d1a5-401a-b673-f1193930615c,prévoir changement de la vanne de convoyage .,2019-03-19 11:19:00,VANNE DE DECHARGE DES SAS   SOUS CHAMP 4 ELECTROFI,34MC,1
78802bf8-6fdc-49a4-9036-b1600973a720,37494786-8eeb-404e-bedf-f532bab67dea,prévoir un appoint d'huile au pompe d'extraction N°20,2019-03-20 08:49:00,POMPE D'EXTRACTION  N°2,34MM,1
2dccef52-14f6-4ffc-aaab-ad1642136be2,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,MISE EN PLACE CACHE EVENT DE LA BÄCHE TAMPON,2019-03-20 15:21:00,VANNE D'APPOINT BÂCHE TAMPON.,34MM,1
b2099c28-40d3-467d-aa05-6c9b733c1e50,37494786-8eeb-404e-bedf-f532bab67dea,Echauffement et remise en état support conduite de refroidissement moteur,2019-03-20 15:48:00,POMPE D'EXTRACTION  N°1,34MD,1
ebc20811-7e61-4641-a113-9b3ce8ae77be,cbd40d2b-59cc-4db7-9f41-2986a167df77,soupape d'admission pompe alimentaire 10 non etanche,2019-03-22 08:31:00,SOUPAPE.,34MM,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Manque de signalisation à l’intérieure de l’atelier des travaux du Sce MC,2019-03-22 08:48:00,unité 03,HSE,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Manque d’éclairage  au niveau d'atelier MC,2019-03-22 08:53:00,unité 03,HSE,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Le système de ventilation  est hors service de l'atelier MC,2019-03-22 10:50:00,unité 03,HSE,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Insuffisance  des Manque des accès aux extincteurs et aux issues de secours.,2019-03-22 10:52:00,unité 03,HSE,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,Fixation d'une cornière détaché au niveau de la structure de la chaudiere,2019-03-22 12:32:00,unité 03,34MD,1
50198e2c-8d7e-460b-b69a-bd69f39e3725,6f54ef91-58f1-46fc-a6cb-b28d8828d9f4,Dessoudage et soudage des écrous de fixation chapeau bâche tampon,2019-03-22 13:28:00,CONDENSEUR PRINCIPAL / MAIN CONDENSER,34MD,1
708a97eb-180a-456e-9270-f073ef37775b,8becbd89-5a10-405e-933a-8cf5d05aa6e4,LA VANNE BY PASS HP COMMENCE A S'OUVRIR APRES ARMEMENT ET LA T° SORTIE BY PASS  AUGMENTE.,2019-03-22 13:31:00,BY-PASS HP,34CT,2
95b81bf5-9d80-49dd-8509-a8c8059f9f5a,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Révision générale de la pompe de reserve,2019-03-22 15:39:00,POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE),34MM,1
3280c1d8-d848-4e29-ab1b-fc4277c339f5,e1768504-8b0f-4753-b9d8-35888de02a4b,prière soufflage tube pitaux A,2019-03-23 11:32:00,"Tube de pitaux N°1 aspiration ventillateur A"".""",34CT,1
bf854583-f133-4441-a371-ffabedc840fa,e1768504-8b0f-4753-b9d8-35888de02a4b,prière soufflage tube pitaux B,2019-03-23 11:33:00,"Tube de pitaux N°2 aspiration ventillateur B"".""",34CT,1
11dbedc0-327e-46f7-bcf3-c33ad1d487d9,8ab799f5-144f-420c-b426-3d7e36b13f59,prévoir contrôle du régulateur de commande de la vanne d'alimentation du ramonage de lingchtrome du VS (soupape crache fréquemment),2019-03-24 08:34:00,BOILER  SOOTBLOWER  PESSURE REDUCING STATION,34CT,1
b7d8cdd7-e5a1-47e6-8552-9b8c9019a42a,f7edce60-d1a5-401a-b673-f1193930615c,Élimination fuite cendre volante sur sas à sous CHAMP 2 ELECTRO-FILTRE B,2019-03-24 10:18:31,SAS A SOUS CHAMP 2 ELECTROFILTRE B,34MD,1
b38dd917-aae1-4a79-bf8e-5bd598e573ed,f7edce60-d1a5-401a-b673-f1193930615c,Percement au niveau de la vanne du convoyage manuel entre les champ 2A et 3A,2019-03-24 12:24:00,VANNE DE DECHARGE DES SAS   SOUS CHAMP 2 ELECTROFI,34MD,2
b2099c28-40d3-467d-aa05-6c9b733c1e50,37494786-8eeb-404e-bedf-f532bab67dea,Remettre en place cache d'accouplement,2019-03-25 08:20:00,POMPE D'EXTRACTION  N°1,34MM,1
b2099c28-40d3-467d-aa05-6c9b733c1e50,37494786-8eeb-404e-bedf-f532bab67dea,A remettre en place cache de protection l'accouplement pompe d'extraction N°10,2019-03-25 08:21:00,POMPE D'EXTRACTION  N°1,34MM,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Nettoyage des filtres d'aspiration  de la pompe fioul,2019-03-25 14:55:00,POMPE FUEL  PRINCIPALE  N°1,34MC,1
d8ca13f7-df73-4c3c-be4f-7ec20256cc50,af0d48e5-2776-479a-9031-9a438791dbe9,Elimination de fuite par PE de la vanne de circulation de fioul,2019-03-25 15:56:00,Système d'alimentation en fioul,34MC,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Bruit anormale au niveau de la pompe fioul 20,2019-03-25 16:22:00,POMPE FUEL  PRINCIPALE  N°2,34MC,2
95b81bf5-9d80-49dd-8509-a8c8059f9f5a,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,appoint d'huile au niveau de la pompe 10.,2019-03-25 16:25:00,POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE),34MG,1
b0136b9a-1318-484a-8793-e36073c14895,f771d801-5357-4818-976c-6a8102b713e2,Graissage des tambours et roues des du décrasseur et contrôle du niveau d'huile du réducteur et variateur,2019-03-26 14:42:00,GROUPE D'ENTRAINEMENT DECRASSEUR (REDUCTEUR DE VIT,34MC,1
62b814d9-6262-48a3-a1e0-df37d078bf8c,8339f76d-30eb-4918-99db-854ff69352fb,prévoir la remise en état de l’électrovanne en avale des résistances chauffantes co2.,2019-03-27 10:58:00,Indicateur de Pression CO2 Alimentation Alternateur,34CT,1
38bd4496-9cf9-4494-814f-2ed1f4a0bb7d,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,prévoir le soufflage radiateur station by passs BP,2019-03-28 08:20:00,VENTILATEUR REFRIGERANT,34MM,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,"Changement du réfrigérant au niveau du poste d'échantillonnage coté Vapeur principale, ce réfrigérant a subit un percement .",2019-03-28 08:23:00,unité 03,34MM,1
8ed3722a-e1ac-4338-ba4a-c8647f185396,8ab799f5-144f-420c-b426-3d7e36b13f59,soupape ramoneur IK33  non étanche  (lance chaude ),2019-03-28 08:43:00,SOUPAPE DE RAMONEUR LONG RETRACTABLE N°33 TYPE IK,34MC,1
dcd4635e-ec4c-43ec-90f2-3ff21755c46a,f771d801-5357-4818-976c-6a8102b713e2,Préparation des raclettes pour changement au décrasseur,2019-03-28 09:05:00,DECRASSEUR,34MC,1
af481d1c-6ef2-4897-ae58-79207ef43efc,05b99274-9c03-4073-b564-ebfa2d5a5606,prévoir le soufflage des transmetteurs de DP air primaire -foyer 004/005/007 (saturation ventilateur air primaire),2019-03-28 11:19:00,Transmetteur différentiel d'air primaire chaud/foyer,34CT,1
e17cc077-72e3-43f3-9fee-c4cbeeec4ae1,c111ab6f-a961-43ce-b8fe-54b2abf73628,prévoir contrôle mesure de température,2019-03-28 11:21:00,Mesure de Température Enroulement 4 du Moteur Broyeur B,34CT,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Encrassement filtre d'aspiration pompe fioul 10,2019-03-28 15:35:00,POMPE FUEL  PRINCIPALE  N°1,34MC,1
acb56796-3aea-4522-8e3d-d509efd32900,b7dd37f4-8f86-4391-955e-c0db891bec12,Capteur d'injection huile Elém.1 défectueux ETP10 TR3 .,2019-03-28 15:36:00,COMPRESSEUR D'AIR A TYPE GA90W,34MM,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite de vapeur par PE RAMONEUR RLJ,2019-03-28 15:37:00,Systeme ramonage U3,34MC,1
22705eae-6fb9-4f5f-8a0a-f4d99ca48570,f7edce60-d1a5-401a-b673-f1193930615c,percement au niveau de la conduite de convoyage (champ 1B U3),2019-03-29 08:32:00,VANNE DE DECHARGE DES SAS   SOUS CHAMP 1 ELECTROFI,34MD,2
df8ae68b-53a8-472c-b230-e360300e767a,c111ab6f-a961-43ce-b8fe-54b2abf73628,prévoir nettoyage filtres moteur 6.6kv,2019-03-29 09:10:00,MOTEUR BROYEUR C,34EL,1
f0161414-56eb-4910-b07c-b90fc0e4fcd5,c111ab6f-a961-43ce-b8fe-54b2abf73628,prévoir nettoyage filtres moteur 6.6kv,2019-03-29 09:10:00,MOTEUR BROYEUR B,34EL,1
5be080d4-bae4-4b70-8d17-23790faecb2f,c111ab6f-a961-43ce-b8fe-54b2abf73628,nettoyage filtres moteur 6.6kv,2019-03-29 09:10:00,MOTEUR BROYEUR A,34EL,1
0eff2b17-d040-4ab5-acae-6392265ef66c,8ab799f5-144f-420c-b426-3d7e36b13f59,le disjoncteur déclenche lors du lancement ramoneur IK18,2019-03-29 09:11:00,MOTEUR RAMONEUR LONG RETRACTABLE N°18 TYPE IK POUR,34EL,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,éclairage indisponible au niveau 0 d'électrofiltre tranche 3.,2019-03-29 09:11:00,SYSTEM ETG,34EL,1
9baad4bd-9ba9-48ec-b08f-cf21e11f0d7b,ea20dd26-5178-4fab-ac36-5855da36d870,prévoir soufflage moteur 10 et 20,2019-03-29 09:12:00,Moteur pompe eau de mer 10,34EL,1
39903f74-e4a2-4e3e-9f63-c0a88226aff0,5ab0916f-be12-414f-8a8c-2986ad0828f3,Fuit d'eau au niveau de la garniture mécanique pompe chloration GAF10,2019-03-29 09:12:00,MOTEUR POMPE PRODUCTION HYPOCHLORITE 10,34EX,1
7d06a63e-5708-4814-8a07-9cf4c0094e9b,c111ab6f-a961-43ce-b8fe-54b2abf73628,prévoir soufflage filtres moteur broyeur c,2019-04-01 10:24:00,T ENROUL 1 MO PULV C,34EL,1
4bbece11-56de-4a2c-aa88-4d62f928823d,f9471ed3-5a6f-4a59-83c7-06195945ba42,Remise en état des tubes chaudière percé,2019-04-01 11:45:00,Resurchauffeur HT U3,34MD,3
87d4f612-6513-4b4e-a644-8ef22a62fbe8,3c8c9836-b04d-477c-b331-e3101e4d592b,blocage vanne regulatrice MAA11 dansla position intermediaire (55),2019-04-01 13:43:00,SOUPAPE REGULATRICE TURBINE,34CT,1
1fd46303-cff2-4e4e-b0cd-c79ccb10c4cd,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,Inspection de réchauffeur d'air  et lavage   par circuit classique et HP,2019-04-01 17:06:00,Air heating system (flue-gas-heated),34MC,1
efd6355e-f5bb-4e20-9971-9b72cf386886,ee3abc7a-0120-4715-bc5b-62a05a6d6c99,Nettoyage du filtre d'air d'étanchéités,2019-04-01 17:07:00,SEAL AIR FILTER BLEED AIR,34MC,1
1ece870e-7f44-498f-ac69-1029356afe01,d3e617aa-b5b2-49db-8ba0-c09d4d2083b9,Remplacement des flexibles du bruleurs fioul de l'angle AB4,2019-04-01 17:09:00,Main burners U3,34MC,1
c755c763-4784-42ff-9666-a438641f759b,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Contrôle interne  des registres d'air chaud et froid du broyeur A,2019-04-01 17:10:00,Combustion air supply system U3,34MC,2
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Inspection d'électrofiltre et remise en état des champs hors service,2019-04-01 17:10:00,SYSTEM ETG,34MC,1
7e003984-1ec4-4d46-a391-1e05431242e2,ebb30dd5-9054-4d0f-9d4f-118d9fd9c1eb,Nettoyage et préparation des bruleurs fuel,2019-04-01 17:11:00,Système d'allumage chaudiere (allumeurs) U3,34MC,1
703a1412-17c6-4bc4-abe9-25ff5d17292f,150ef315-4a3d-4550-8485-b2cc156c929f,Remplacement d'huile de la station du broyeur B,2019-04-01 17:12:00,PULV A LUBE OIL HEATER,34MC,1
122a0787-7a10-40ea-9a01-22a66650e984,6f54ef91-58f1-46fc-a6cb-b28d8828d9f4,elimination fuite par blindage flash tank,2019-04-02 09:10:00,TURBINEFLASH TANK,34MD,3
b3874ad5-15f5-40a3-b422-f7dc73f47545,8c925644-3527-4713-a37a-7458857987ae,REVISION DE LA VANNE 30LCA33AA105,2019-04-02 09:38:00,Réglante déverseuse,34MM,1
607abaa0-1bd7-450a-a05c-aca6466e437a,a70341dc-56e1-4ac2-9185-9b58502c8554,REVISION DE LA VANNE 30LCJ32AA104,2019-04-02 09:48:00,Purge secours BP 3,34MM,1
4a88796e-1e8f-49d5-a59d-fe92ce8258f5,a70341dc-56e1-4ac2-9185-9b58502c8554,REVISION DE LA VANNE 30LCJ42AA108,2019-04-02 09:50:00,Purge secours BP 4,34MM,1
b3874ad5-15f5-40a3-b422-f7dc73f47545,8c925644-3527-4713-a37a-7458857987ae,REVISION DE LA VANNE 30LCA33AA105,2019-04-02 10:51:00,Réglante déverseuse,34MM,1
46cccff1-2064-4ee0-930f-ce3dc34ac6f0,e2183f03-56ef-43ea-801e-cb5b88a8fc7f,Révision et entretien des moteurs BT,2019-04-02 10:52:00,MOTEUR POMPE NORIA SECOURU,34EL,1
92c5fb3f-7436-469f-ae99-8f8662d1b783,93463cf8-6e85-4cbc-9a9a-68d51d0f3813,REMPLACEMENT DE LA VANNE 30LBB30AA013,2019-04-02 10:53:00,Ventilation VR,34MM,1
186f8492-3cf2-40ab-89d4-32a5de92f614,2c66fce9-8341-43ed-9326-a6c4d0715912,REVISION DU PURGEUR 30LBA20AT002,2019-04-02 10:55:00,Purgeur de conduite conditionnement VS,34MM,1
b80616b0-4e74-4acd-a792-7068c1391106,2c66fce9-8341-43ed-9326-a6c4d0715912,REVISION DU PURGEUR 30LBA30AT002,2019-04-02 10:57:00,Purgeur de conduite conditionnement VS,34MM,1
0381f7fe-e861-4059-89f0-6b9de4dbb5a6,93463cf8-6e85-4cbc-9a9a-68d51d0f3813,changement de la vanne,2019-04-02 11:03:00,SERVOMOTEUR VANNE DE PURGE VAPEUR,34MD,1
45d3243c-50fd-4b17-bf7f-ba42d434252d,3c8c9836-b04d-477c-b331-e3101e4d592b,soudage de la conduite retour huile commande soupape régulatrice gauche,2019-04-02 14:23:00,SOUPAPE REGULATRICE TURBINE,34MD,1
e5b1e3ce-17f6-440f-820f-9397a81eb333,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,Remise en état des calléboutie au niveau des échelles palier réchauffeur d'air,2019-04-03 10:11:00,RECHAUFFEUR D'AIR.,34MD,1
7affd010-1e19-4c08-a66a-af1178c62fe1,b19afa19-b87f-43d7-b83e-d3c8a4d4f967,Réparation du joint de dilatation sortie réchauffeur d'air ,2019-04-03 16:28:00,Air heater,34MC,1
dbbb2d89-c7a1-4d71-9557-cae2cd6f1a55,c5799184-0dba-4180-a805-1028a4215ab8,Inspection les champs hors service ou hors tension au niveau de l'électrofiltre unité 3,2019-04-04 09:31:00,ELECTROFILTRE A,34MC,2
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,prévoir nettoyage filtre ppe fioul N°10,2019-04-04 09:32:00,POMPE FUEL  PRINCIPALE  N°1,34MC,1
607abaa0-1bd7-450a-a05c-aca6466e437a,a70341dc-56e1-4ac2-9185-9b58502c8554,remise en état calorifuge,2019-04-04 10:35:00,Purge secours BP 3,34MD,1
b3874ad5-15f5-40a3-b422-f7dc73f47545,8c925644-3527-4713-a37a-7458857987ae,remise en état calorifuge,2019-04-04 10:39:00,Réglante déverseuse,34MD,1
186f8492-3cf2-40ab-89d4-32a5de92f614,2c66fce9-8341-43ed-9326-a6c4d0715912,remise en état calorifuge,2019-04-04 12:40:00,Purgeur de conduite conditionnement VS,34MD,1
f21872d1-3944-49d2-b957-82c978802eb7,37494786-8eeb-404e-bedf-f532bab67dea,prévoir contrôle thermocouple 30LCB10CT001 enroulement ppe extraction N°10,2019-04-04 13:16:00,Mesure de Température Enroulement 1 Moteur de la Pompe d'Extraction 10,34CT,1
